series,id,name,line,in_oak_park,date,daytype,rides,avg_weekday_rides,avg_saturday_rides,avg_sunday_holiday_rides,month_total
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-04,W,3979,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-04,W,1832,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-04,W,1408,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-04,W,1206,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-04,W,1709,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-04,W,1618,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-05,W,1999,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-05,W,3703,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-05,W,1889,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-05,W,1395,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-05,W,1255,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-05,W,1801,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-05,W,1649,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-06,W,1873,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-06,W,3619,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-06,W,1728,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-06,W,1299,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-06,W,1206,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-06,W,1764,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-06,W,1572,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-07,A,748,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-07,A,2085,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-07,A,581,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-07,A,497,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-07,A,636,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-07,A,927,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-07,A,723,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-08,U,503,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-08,U,1424,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-08,U,413,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-08,U,320,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-08,U,393,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-08,U,713,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-08,U,497,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-09,W,1878,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-09,W,3419,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-09,W,1802,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-09,W,1295,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-09,W,1088,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-09,W,1728,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-09,W,1514,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-10,W,2048,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-10,W,3728,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-10,W,1941,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-10,W,1429,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-10,W,1341,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-10,W,1851,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-10,W,1624,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-11,W,2032,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-11,W,3746,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-11,W,1968,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-11,W,1436,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-11,W,1311,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-11,W,1870,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-11,W,1634,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-12,W,2086,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-12,W,3834,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-12,W,2007,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-12,W,1733,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-12,W,1337,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-12,W,1885,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-12,W,1654,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-13,W,1848,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-13,W,3664,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-13,W,1760,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-13,W,1279,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-13,W,1280,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-13,W,1748,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-13,W,1536,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-14,A,665,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-14,A,1869,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-14,A,491,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-14,A,359,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-14,A,551,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-14,A,865,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-14,A,576,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-15,U,477,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-15,U,1185,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-15,U,344,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-15,U,275,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-15,U,336,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-15,U,593,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-15,U,379,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-16,W,1864,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-16,W,3417,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-16,W,1808,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-16,W,1372,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-16,W,1078,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-16,W,1646,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-16,W,1570,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-17,W,2015,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-17,W,3697,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-17,W,1923,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-17,W,1404,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-17,W,1289,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-17,W,1872,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-17,W,1616,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-18,W,1922,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-18,W,3608,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-18,W,1864,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-18,W,1369,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-18,W,1339,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-18,W,1780,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-18,W,1590,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-19,W,2006,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-19,W,3838,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-19,W,1913,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-19,W,1441,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-19,W,1318,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-19,W,1801,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-19,W,1640,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-20,W,1915,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-20,W,3833,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-20,W,1853,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-20,W,1428,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-20,W,1315,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-20,W,1874,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-20,W,1578,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-21,A,723,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-21,A,2044,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-21,A,574,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-21,A,465,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-21,A,641,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-21,A,964,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-21,A,733,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-22,U,594,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-22,U,1570,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-22,U,428,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-22,U,279,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-22,U,399,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-22,U,763,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-22,U,496,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-23,W,1976,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-23,W,3653,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-23,W,1902,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-23,W,1340,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-23,W,1153,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-23,W,1734,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-23,W,1565,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-24,W,2015,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-24,W,3786,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-24,W,1961,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-24,W,1409,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-24,W,1323,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-24,W,1848,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-24,W,1620,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-25,W,2081,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-25,W,3670,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-25,W,1923,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-25,W,1427,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-25,W,1351,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-25,W,1827,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-25,W,1563,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-26,W,2050,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-26,W,3931,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-26,W,1981,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-26,W,1458,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-26,W,1370,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-26,W,1930,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-26,W,1604,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-27,W,1966,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-27,W,3925,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-27,W,1809,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-27,W,1393,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-27,W,1319,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-27,W,1912,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-27,W,1553,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-28,A,799,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-28,A,2258,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-28,A,602,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-28,A,494,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-28,A,611,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-28,A,980,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-28,A,773,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-29,U,607,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-29,U,1695,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-29,U,465,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-29,U,360,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-29,U,424,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-29,U,763,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-29,U,551,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-04-30,W,1944,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-04-30,W,3719,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-04-30,W,1974,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-04-30,W,1396,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-04-30,W,1182,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-04-30,W,1807,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-04-30,W,1598,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-05-01,W,2105,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-05-01,W,3969,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-05-01,W,2003,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-05-01,W,1470,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-05-01,W,1309,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-05-01,W,1978,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-05-01,W,1749,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-05-02,W,2070,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-05-02,W,3846,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-05-02,W,1965,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-05-02,W,1412,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-05-02,W,1353,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-05-02,W,1805,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-05-02,W,1555,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-05-03,W,1993,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-05-03,W,3786,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-05-03,W,1988,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-05-03,W,1441,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-05-03,W,1302,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-05-03,W,1878,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-05-03,W,1613,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-05-04,W,1938,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-05-04,W,3829,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-05-04,W,1826,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-05-04,W,1391,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-05-04,W,1408,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-05-04,W,1855,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-05-04,W,1502,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-05-05,A,816,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-05-05,A,2360,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-05-05,A,663,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-05-05,A,610,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-05-05,A,669,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-05-05,A,1098,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-05-05,A,849,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-05-06,U,574,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-05-06,U,1617,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-05-06,U,419,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-05-06,U,339,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-05-06,U,386,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-05-06,U,765,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-05-06,U,493,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-05-07,W,1889,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-05-07,W,3739,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-05-07,W,1952,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-05-07,W,1433,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-05-07,W,1207,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-05-07,W,1905,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-05-07,W,1637,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-05-08,W,2027,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-05-08,W,3884,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-05-08,W,1983,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-05-08,W,1556,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-05-08,W,1329,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-05-08,W,1936,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-05-08,W,1710,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-05-09,W,1922,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-05-09,W,3772,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-05-09,W,1905,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-05-09,W,1380,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-05-09,W,1386,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-05-09,W,1904,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-05-09,W,1658,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-05-10,W,1937,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-05-10,W,3868,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-05-10,W,1912,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-05-10,W,1484,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-05-10,W,1402,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-05-10,W,1919,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-05-10,W,1655,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-05-11,W,1844,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-05-11,W,3713,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-05-11,W,1773,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-05-11,W,1352,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-05-11,W,1285,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-05-11,W,1798,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-05-11,W,1551,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-05-12,A,723,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-05-12,A,1927,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-05-12,A,555,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-05-12,A,441,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-05-12,A,563,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-05-12,A,947,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-05-12,A,678,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-05-13,U,609,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-05-13,U,1523,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-05-13,U,441,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-05-13,U,317,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-05-13,U,419,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-05-13,U,738,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-05-13,U,516,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-05-14,W,1729,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-05-14,W,3461,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-05-14,W,1807,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-05-14,W,1336,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-05-14,W,1107,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-05-14,W,1667,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-05-14,W,1517,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-05-15,W,1915,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-05-15,W,3776,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-05-15,W,1851,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-05-15,W,1488,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-05-15,W,1299,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-05-15,W,1837,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-05-15,W,1581,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-05-16,W,1884,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-05-16,W,4064,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-05-16,W,1862,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-05-16,W,1515,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-05-16,W,1334,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-05-16,W,1935,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-05-16,W,1671,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-05-17,W,1960,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-05-17,W,3965,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-05-17,W,1875,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-05-17,W,1455,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-05-17,W,1350,,,,
rail_station_daily,41260,Austin (Green),Green Line,N,2018-05-17,W,1965,,,,
rail_station_daily,41350,Oak Park (Green),Green Line,Y,2018-05-17,W,1672,,,,
rail_station_daily,40010,Austin (Blue),Blue Line,Y,2018-05-18,W,1801,,,,
rail_station_daily,40020,Harlem/Lake,Green Line,Y,2018-05-18,W,3832,,,,
rail_station_daily,40180,Oak Park (Blue),Blue Line,Y,2018-05-18,W,1678,,,,
rail_station_daily,40610,Ridgeland,Green Line,Y,2018-05-18,W,1383,,,,
rail_station_daily,40980,Harlem (Blue - Forest Park Branch),Blue Line,N,2018-05-18,W,1254,,,,
