object_id,common_name,latin_name,genus,genus_source,dbh_in,height_ft,spread_ft,latitude,longitude,nearest_street,block,block_distance_ft,global_id
379,HONEYLOCUST,Gleditsia triacanthos,Gleditsia,latin,31,40,50,41.9025803,-87.7754783,N AUSTIN BLVD,1200 N AUSTIN BLVD,24.5,0ae3315d-1e29-4eab-ac4c-d631e9969ad3
380,KENTUCKY COFFEETREE,Gymnocladus dioicus,Gymnocladus,latin,5,20,10,41.9027065,-87.7754811,N AUSTIN BLVD,1200 N AUSTIN BLVD,24.4,2aeb10e7-4a13-480e-9853-0b8eac8f04c8
383,LINDEN-AMERICAN,Tilia americana,Tilia,latin,28,40,30,41.9033746,-87.775488,N AUSTIN BLVD,1200 N AUSTIN BLVD,21.3,de31a79b-be0b-423c-846c-2a0b0979d4b8
384,HONEYLOCUST,Gleditsia triacanthos,Gleditsia,latin,21,30,30,41.9040617,-87.7755305,N AUSTIN BLVD,1300 N AUSTIN BLVD,26.4,c3075291-f715-462f-b098-b1bfeadf03c8
385,HONEYLOCUST,Gleditsia triacanthos,Gleditsia,latin,21,30,30,41.9041385,-87.7755327,N AUSTIN BLVD,1300 N AUSTIN BLVD,26.2,ad92c0b7-47c6-4fef-9fd6-79c852763705
386,BLACK LOCUST,Robinia pseudoacacia,Robinia,latin,9,30,10,41.9043604,-87.7755306,N AUSTIN BLVD,1300 N AUSTIN BLVD,23.8,1732f378-ef23-41dd-9cbe-5f19faabb880
387,KENTUCKY COFFEETREE,Gymnocladus dioicus,Gymnocladus,latin,9,20,20,41.904516,-87.7755411,N AUSTIN BLVD,1300 N AUSTIN BLVD,25.3,987dedfa-2e9a-4c41-949a-889734115b9a
388,HACKBERRY,Celtis occidentalis,Celtis,latin,23,30,40,41.9046211,-87.7755485,N AUSTIN BLVD,1300 N AUSTIN BLVD,26.4,4c2aa92a-1241-4b2c-9c56-d836d489d2d0
389,HONEYLOCUST,Gleditsia triacanthos,Gleditsia,latin,26,40,40,41.9047096,-87.7755516,N AUSTIN BLVD,1300 N AUSTIN BLVD,26.4,077417a2-d3f3-4a2d-9651-6f54594ba949
390,HONEYLOCUST,Gleditsia triacanthos,Gleditsia,latin,29,40,40,41.9050939,-87.775561,N AUSTIN BLVD,1300 N AUSTIN BLVD,25.7,63b0414e-3675-4c99-b077-b59b4e60bea2
391,ELM-AMERICAN,Ulmus americana,Ulmus,latin,28,40,40,41.9052072,-87.7755566,N AUSTIN BLVD,1300 N AUSTIN BLVD,23.6,81829e82-60ba-4bd1-bb2b-a016d8b42879
393,HONEYLOCUST,Gleditsia triacanthos,Gleditsia,latin,19,40,40,41.9056643,-87.7755759,N AUSTIN BLVD,1300 N AUSTIN BLVD,24.8,b12eba04-8305-45b1-a1ec-5e04cc26d340
394,CATALPA,Catalpa speciosa,Catalpa,latin,9,20,20,41.9061189,-87.7755889,N AUSTIN BLVD,1400 N AUSTIN BLVD,24.4,cb5145f2-f01c-4fcb-a9d4-bcbf3f4d14ff
395,ELM-HYBRID,Ulmus 'Homestead',Ulmus,latin,12,30,20,41.9062575,-87.7755984,N AUSTIN BLVD,1400 N AUSTIN BLVD,25.8,5d40c0c7-4945-45f0-bf61-6347e091805f
397,BALDCYPRESS,Taxodium distichum,Taxodium,latin,18,50,20,41.9064822,-87.7756082,N AUSTIN BLVD,1400 N AUSTIN BLVD,25.7,181b7737-1864-4989-8c4b-63822f7540a5
398,GINKGO,Ginkgo biloba,Ginkgo,latin,11,30,20,41.9065795,-87.775604,N AUSTIN BLVD,1400 N AUSTIN BLVD,23.4,5fe0fdae-884c-4699-9cff-15d13ee20f92
399,ELM-AMERICAN,Ulmus americana,Ulmus,latin,41,50,50,41.9068104,-87.7756056,N AUSTIN BLVD,1400 N AUSTIN BLVD,21.7,6f2ccb30-0a7e-4c86-914c-838cc4a55aec
400,BLACK LOCUST,Robinia pseudoacacia,Robinia,latin,8,30,10,41.9069437,-87.7756215,N AUSTIN BLVD,1400 N AUSTIN BLVD,24.8,98ab01b9-8213-4ae2-b42b-a16d731b664b
401,HONEYLOCUST,Gleditsia triacanthos,Gleditsia,latin,5,10,10,41.9070689,-87.7756329,N AUSTIN BLVD,1400 N AUSTIN BLVD,26.7,fb43dcc5-4691-46cd-b813-608e47a20ca2
402,KENTUCKY COFFEETREE,Gymnocladus dioicus,Gymnocladus,latin,5,20,10,41.9072144,-87.7756305,N AUSTIN BLVD,1400 N AUSTIN BLVD,24.3,4d39ee4d-fd88-4ca7-ad39-7bdcf0756376
403,HONEYLOCUST,Gleditsia triacanthos,Gleditsia,latin,17,30,20,41.9074133,-87.7756347,N AUSTIN BLVD,1400 N AUSTIN BLVD,23.2,cfbc9aef-ffbb-4e8f-b4fc-b8f8bb2563b2
404,HONEYLOCUST,Gleditsia triacanthos,Gleditsia,latin,14,30,20,41.9074747,-87.7756404,N AUSTIN BLVD,1500 N AUSTIN BLVD,24.1,49135426-aea5-4b08-aa20-cdaabd7fdeb0
405,HONEYLOCUST,Gleditsia triacanthos,Gleditsia,latin,11,30,20,41.9075546,-87.7756325,N AUSTIN BLVD,1500 N AUSTIN BLVD,21.3,ce0f2e5b-e3e5-4b42-8eee-fd2d0e5fe193
406,OAK-SWAMP WHITE,Quercus bicolor,Quercus,latin,8,30,10,41.9076728,-87.775641,N AUSTIN BLVD,1500 N AUSTIN BLVD,22.6,d8c6a536-63fe-4d06-a252-ee2af19cf0b2
407,OAK-SWAMP WHITE,Quercus bicolor,Quercus,latin,13,30,20,41.9078065,-87.775643,N AUSTIN BLVD,1500 N AUSTIN BLVD,22.1,309eb822-32a3-4a01-bf5d-b9d63ed40399
408,BLACK LOCUST,Robinia pseudoacacia,Robinia,latin,9,20,10,41.908301,-87.7756626,N AUSTIN BLVD,1500 N AUSTIN BLVD,23.2,36001f91-0ac4-45e1-a6b1-c032bc085272
410,HONEYLOCUST,Gleditsia triacanthos,Gleditsia,latin,8,20,10,41.9091398,-87.7763049,NORTH AVE,6000 NORTH AVE,40.4,9d43575d-0923-4928-aaa1-7a23f82e4bdd
411,HONEYLOCUST,Gleditsia triacanthos,Gleditsia,latin,11,20,20,41.9091463,-87.7764252,NORTH AVE,6000 NORTH AVE,37.5,07ebb5cc-3e64-4861-99c5-26cd1cd5b7c8
412,HONEYLOCUST,Gleditsia triacanthos,Gleditsia,latin,11,20,20,41.9091289,-87.7767141,NORTH AVE,6000 NORTH AVE,42.5,565bc029-d4d9-49a3-b267-e9bb33f82b50
413,HACKBERRY,Celtis occidentalis,Celtis,latin,20,30,30,41.907525,-87.7804815,LE MOYNE PKWY,100 LE MOYNE PKWY,15.5,2a5c671c-9370-4b02-b893-aafd61a1952d
414,ELM-HYBRID,Ulmus x spp,Ulmus,latin,11,20,10,41.9075252,-87.7803254,LE MOYNE PKWY,100 LE MOYNE PKWY,14.9,b3dd5cc6-a4f3-4478-8151-4aaed9f8a15b
415,ASH-BLUE,Fraxinus quadrangulata,Fraxinus,latin,12,30,20,41.9075236,-87.7801648,LE MOYNE PKWY,100 LE MOYNE PKWY,13.6,0ef3acfb-5e14-4994-b257-33113312e30d
416,OAK-ENGLISH,Quercus robur,Quercus,latin,23,40,30,41.9075262,-87.7800435,LE MOYNE PKWY,100 LE MOYNE PKWY,14.0,a8c428c1-b6f1-40b1-9cac-cbe073fa7bfa
417,KENTUCKY COFFEETREE,Gymnocladus dioicus,Gymnocladus,latin,13,30,20,41.9075339,-87.7798789,LE MOYNE PKWY,100 LE MOYNE PKWY,16.1,09773f77-bc44-4d97-98ce-9ffb39fecdd6
418,MAPLE-NORWAY,Acer platanoides,Acer,latin,21,30,30,41.9075338,-87.7797013,LE MOYNE PKWY,100 LE MOYNE PKWY,15.3,8b8198bc-3de8-4341-8c2a-e90eee7a78d0
419,KENTUCKY COFFEETREE,Gymnocladus dioicus,Gymnocladus,latin,6,10,10,41.907338,-87.779652,LE MOYNE PKWY,100 LE MOYNE PKWY,12.2,87153024-a05a-4464-bb00-9901b397b235
420,GINKGO,Ginkgo biloba,Ginkgo,latin,22,50,30,41.9073379,-87.779781,LE MOYNE PKWY,100 LE MOYNE PKWY,11.7,074f521d-7e05-4ad0-bf0a-de0348096b38
421,OAK-ENGLISH,Quercus robur,Quercus,latin,5,20,10,41.9073391,-87.7798777,LE MOYNE PKWY,100 LE MOYNE PKWY,10.9,af3134c9-aea9-46ae-943a-7d763219e59b
422,GINKGO,Ginkgo biloba,Ginkgo,latin,12,30,20,41.9073409,-87.7800312,LE MOYNE PKWY,100 LE MOYNE PKWY,9.5,d50d1ddd-0b28-4093-8c42-1ec0c90e1dbf
423,MAPLE-FREEMAN,Acer x freemanii 'Jeffersred',Acer,latin,16,40,30,41.9073339,-87.7801333,LE MOYNE PKWY,100 LE MOYNE PKWY,11.5,4122a0f2-9dd5-4186-a9de-8fa0cde5cd89
424,HAWTHORN-SPP,Crataegus spp,Crataegus,latin,10,20,20,41.9073318,-87.7802565,LE MOYNE PKWY,100 LE MOYNE PKWY,11.7,475335d8-a293-44bf-a1ac-3a421e563363
425,LONDON PLANETREE,Platanus x acerifolia,Platanus,latin,10,20,10,41.9073314,-87.780428,LE MOYNE PKWY,100 LE MOYNE PKWY,11.1,429dc350-8c53-4a2b-b9be-99942ea7f544
426,PEAR-CALLERY,Pyrus calleryana,Pyrus,latin,14,30,20,41.9073231,-87.780573,LE MOYNE PKWY,100 LE MOYNE PKWY,13.6,0007642b-f087-42a7-83ef-9869de4a8f02
429,APPLE-CRAB SPP,Malus spp,Malus,latin,10,20,20,41.9074134,-87.7805091,LE MOYNE PKWY,100 LE MOYNE PKWY,19.1,8db1eb64-04a9-4ff2-ba78-70780a47c33e
433,MAPLE-RED,Acer rubrum,Acer,latin,11,30,10,41.9073993,-87.7803662,LE MOYNE PKWY,100 LE MOYNE PKWY,13.5,7448787f-fd38-45b1-bc64-bbf2e26f7ec4
438,APPLE-CRAB SPP,Malus spp,Malus,latin,15,20,20,41.9074195,-87.779903,LE MOYNE PKWY,100 LE MOYNE PKWY,18.6,af606c61-b54b-4360-a353-0883a7b92caa
439,APPLE-CRAB SPP,Malus spp,Malus,latin,7,10,10,41.907434,-87.7798574,LE MOYNE PKWY,100 LE MOYNE PKWY,20.5,e96cf7d5-e01f-450d-8d67-34015777c2d8
441,APPLE-CRAB SPP,Malus spp,Malus,latin,7,10,20,41.9074227,-87.7797695,LE MOYNE PKWY,100 LE MOYNE PKWY,19.1,e463b759-9de4-41ec-b500-c67c1b9f2ee1
442,APPLE-CRAB SPP,Malus spp,Malus,latin,13,20,20,41.9074223,-87.7797087,LE MOYNE PKWY,100 LE MOYNE PKWY,18.8,c6b32a0b-c43e-4a2c-8f1a-93c8448cef7e
443,LILAC-TREE,Syringia spp,Syringia,latin,16,20,20,41.9074189,-87.7796644,LE MOYNE PKWY,100 LE MOYNE PKWY,17.3,dd9fb0e0-2cf8-4b88-bc82-fb50e49a8d57
446,MAPLE-SILVER,Acer saccharinum,Acer,latin,36,60,40,41.9035418,-87.7765502,N HUMPHREY AVE,900 N HUMPHREY AVE,23.6,239287ee-99c8-4a31-9cf3-e927883048cf
448,OAK-PIN,Quercus palustris,Quercus,latin,11,20,20,41.9032816,-87.7765484,N HUMPHREY AVE,900 N HUMPHREY AVE,21.8,7cb4d5a7-725c-4a1c-9655-3725295aac45
449,GINKGO,Ginkgo biloba,Ginkgo,latin,16,40,20,41.9032211,-87.776544,N HUMPHREY AVE,900 N HUMPHREY AVE,22.4,3d0ecfaa-51ff-41b7-ad43-a958ed28eb26
450,ELM-HYBRID,"Ulmus 'Regal""",Ulmus,latin,4,10,5,41.9031232,-87.7765414,N HUMPHREY AVE,900 N HUMPHREY AVE,22.2,60cf96ae-7afc-4dfa-8bf9-dffc5ad2de85
451,ALDER-SPP,Alnus spp,Alnus,latin,9,30,20,41.9030442,-87.7765397,N HUMPHREY AVE,900 N HUMPHREY AVE,22.0,9abcada3-4000-4309-ac53-7221f85cf5e2
452,HONEYLOCUST,Gleditsia triacanthos,Gleditsia,latin,28,50,50,41.9029669,-87.776528,N HUMPHREY AVE,900 N HUMPHREY AVE,24.5,f8ece1f8-d278-424b-90b2-9b82290a0b5c
453,HONEYLOCUST,Gleditsia triacanthos,Gleditsia,latin,18,40,30,41.9028792,-87.7765314,N HUMPHREY AVE,900 N HUMPHREY AVE,22.7,f5338453-acc9-4b77-8d2a-7d108c98c6f4
455,PEAR-CALLERY,Pyrus calleryana,Pyrus,latin,16,30,20,41.9027102,-87.7765401,N HUMPHREY AVE,900 N HUMPHREY AVE,18.9,14ad933d-0770-436d-9e76-55e6fd312b6b
456,OAK-SWAMP WHITE,Quercus bicolor,Quercus,latin,7,20,10,41.9026295,-87.7765297,N HUMPHREY AVE,900 N HUMPHREY AVE,20.9,2e10510b-895a-4596-8b06-95c2a567e4b7
457,MAPLE-NORWAY,Acer platanoides,Acer,latin,14,30,20,41.9023703,-87.7765194,N HUMPHREY AVE,900 N HUMPHREY AVE,21.4,42daee8b-c819-4402-ace5-05e70bfb7f85
458,MAPLE-SILVER,Acer saccharinum,Acer,latin,30,60,40,41.9022896,-87.7765194,N HUMPHREY AVE,900 N HUMPHREY AVE,20.7,75e996ef-52c0-4813-b448-0ffd485c796d
459,OAK-RED,Quercus rubra,Quercus,latin,30,50,30,41.9022212,-87.7765155,N HUMPHREY AVE,900 N HUMPHREY AVE,21.2,5ea749e8-3a23-450c-b5e9-ab7881ba1ddd
460,KENTUCKY COFFEETREE,Gymnocladus dioicus,Gymnocladus,latin,7,20,20,41.902109,-87.7765097,N HUMPHREY AVE,900 N HUMPHREY AVE,22.0,86c17deb-7e84-4125-bfd2-a3041e91b717
463,OAK-RED,Quercus rubra,Quercus,latin,20,40,30,41.9023967,-87.7766835,N HUMPHREY AVE,900 N HUMPHREY AVE,22.9,e252feb6-9107-4b75-9ecf-2fcbed69d265
464,HONEYLOCUST,Gleditsia triacanthos,Gleditsia,latin,15,40,30,41.9025735,-87.7766869,N HUMPHREY AVE,900 N HUMPHREY AVE,22.2,d4128c32-7f01-4ed9-b520-a413d6c8ee5b
468,OAK-SWAMP WHITE,Quercus bicolor,Quercus,latin,6,20,10,41.903001,-87.7766972,N HUMPHREY AVE,900 N HUMPHREY AVE,21.1,add3b4d1-15ae-490a-b06a-fb72202904b3
469,LINDEN-AMERICAN,Tilia americana,Tilia,latin,21,40,30,41.9031398,-87.7767081,N HUMPHREY AVE,900 N HUMPHREY AVE,22.8,eae6efac-ef66-48ea-b7d5-8b71edb009de
470,OAK-BURR,Quercus macrocarpa,Quercus,latin,5,10,5,41.9035121,-87.7767219,N HUMPHREY AVE,900 N HUMPHREY AVE,23.2,e93975fc-cb8c-4f79-8b7b-6c3e2ad4f4de
471,PEAR-CALLERY,Pyrus calleryana,Pyrus,latin,11,30,20,41.9035672,-87.7767268,N HUMPHREY AVE,900 N HUMPHREY AVE,24.1,29ee484b-5aa7-4161-a4ec-b20c32cf0a93
472,MAPLE-NORWAY,Acer platanoides,Acer,latin,9,20,20,41.9037584,-87.7767292,N HUMPHREY AVE,900 N HUMPHREY AVE,23.0,a94d75c7-0e70-411c-94ab-6b22d9b6287e
481,APPLE-CRAB SPP,Malus spp,Malus,latin,13,20,20,41.8943475,-87.8045794,CHICAGO AVE,1100 CHICAGO AVE,42.1,0120a229-1f8a-407c-b020-fcc95065a847
482,APPLE-CRAB SPP,Malus spp,Malus,latin,18,20,20,41.8943496,-87.8044314,CHICAGO AVE,1100 CHICAGO AVE,41.8,5240716d-a05b-4428-a5f1-2fb08923e3f4
485,MAPLE-NORWAY,Acer platanoides,Acer,latin,12,20,20,41.8877014,-87.7750277,N AUSTIN BLVD,400 N AUSTIN BLVD,29.9,210ff6b1-e153-48e5-8ad7-ddaaea88a79c
486,MAPLE-NORWAY,Acer platanoides,Acer,latin,11,20,20,41.8877416,-87.7750316,N AUSTIN BLVD,400 N AUSTIN BLVD,30.6,5826346a-4244-4a9d-a7cd-197372a40cba
498,SERVICEBERRY-SPP,Amelanchier spp,Amelanchier,latin,8,10,10,41.8749012,-87.80439,S HARLEM AVE,400 S HARLEM AVE,31.1,ac01b386-b0f0-4fd6-9eae-01b42f0b5586
499,SERVICEBERRY-SPP,Amelanchier spp,Amelanchier,latin,9,10,10,41.8749926,-87.8043985,S HARLEM AVE,400 S HARLEM AVE,30.1,020d714a-8734-4936-a7f8-92029017807e
503,SERVICEBERRY-SPP,Amelanchier spp,Amelanchier,latin,6,10,10,41.8753176,-87.8044226,S HARLEM AVE,400 S HARLEM AVE,28.1,99343eaa-0c5f-492f-a054-e4687ec4e884
504,SERVICEBERRY-SPP,Amelanchier spp,Amelanchier,latin,5,20,20,41.8869577,-87.7793533,SOUTH BLVD,100 SOUTH BLVD,41.5,b2ad16ce-27bd-435d-a245-72aebf6c0e1c
505,SERVICEBERRY-SPP,Amelanchier spp,Amelanchier,latin,5,20,20,41.8869581,-87.7794253,SOUTH BLVD,100 SOUTH BLVD,41.1,1d624204-801e-42ad-9e15-dd4845126cb0
506,SERVICEBERRY-SPP,Amelanchier spp,Amelanchier,latin,5,20,20,41.886955,-87.7795427,SOUTH BLVD,100 SOUTH BLVD,42.2,281e2f05-a18a-4583-b8e5-08753bbe63da
507,SERVICEBERRY-SPP,Amelanchier spp,Amelanchier,latin,5,20,20,41.8869542,-87.7796063,SOUTH BLVD,100 SOUTH BLVD,42.8,5bdff7bb-2fc0-41c9-9f81-01f4fcff0b87
508,SERVICEBERRY-SPP,Amelanchier spp,Amelanchier,latin,5,20,20,41.8869507,-87.780498,SOUTH BLVD,200 SOUTH BLVD,39.4,bcb7b07e-bf1e-45f8-8b4f-34c626451803
509,SERVICEBERRY-SPP,Amelanchier spp,Amelanchier,latin,6,20,20,41.8869491,-87.7805399,SOUTH BLVD,200 SOUTH BLVD,39.7,88457557-f31d-48c6-bf45-6e881cce9c7e
510,SERVICEBERRY-SPP,Amelanchier spp,Amelanchier,latin,5,20,20,41.886946,-87.7807268,SOUTH BLVD,200 SOUTH BLVD,39.4,d8ad3bf9-cf59-4b23-bcde-13701577878d
511,SERVICEBERRY-SPP,Amelanchier spp,Amelanchier,latin,5,20,20,41.8869493,-87.7807804,SOUTH BLVD,200 SOUTH BLVD,37.7,53905058-8298-4df6-b8ab-467476c751e7
513,HAWTHORN-SPP,Crataegus spp,Crataegus,latin,9,10,20,41.8863223,-87.7799722,S LOMBARD AVE,100 S LOMBARD AVE,59.9,d603cc0e-8b89-4334-a1b3-25ce22131ecc
514,HAWTHORN-SPP,Crataegus spp,Crataegus,latin,7,20,10,41.8863225,-87.7800065,S LOMBARD AVE,100 S LOMBARD AVE,69.2,d3c67c4a-7d3a-4f85-b4c7-578813c5a9f0
515,HAWTHORN-SPP,Crataegus spp,Crataegus,latin,8,10,10,41.8863232,-87.7800437,S LOMBARD AVE,100 S LOMBARD AVE,79.3,81aa5d60-0937-47fc-8a30-7c514f99fc80
516,AMERICAN REDBUD,Cercis canadensis,Cercis,latin,5,10,10,41.8863081,-87.7802667,S LOMBARD AVE,100 S LOMBARD AVE,139.9,e7cf1d16-b24b-430f-b585-98a7dba8e787
517,AMERICAN REDBUD,Cercis canadensis,Cercis,latin,8,10,10,41.8863088,-87.7803261,S LOMBARD AVE,100 S LOMBARD AVE,156.0,58a14a66-5f9d-4d63-932d-15ef3b4c3d68
518,SERVICEBERRY-SPP,Amelanchier spp,Amelanchier,latin,8,10,10,41.8863306,-87.7804959,S LOMBARD AVE,100 S LOMBARD AVE,201.9,a59fbdcc-74ec-4c32-84fd-7e0055bb4a48
520,HAWTHORN-SPP,Crataegus spp,Crataegus,latin,8,10,10,41.8863387,-87.7803817,S LOMBARD AVE,100 S LOMBARD AVE,170.8,9a616348-3a2f-4388-8378-66851a41c25b
521,HAWTHORN-SPP,Crataegus spp,Crataegus,latin,8,10,10,41.8863361,-87.7803318,S LOMBARD AVE,100 S LOMBARD AVE,157.3,9ca2b458-3ff7-42b4-a2d6-1bfd2aae0ca8
525,PINE-WHITE,Pinus strobus,Pinus,latin,6,20,10,41.8864177,-87.7799307,S LOMBARD AVE,100 S LOMBARD AVE,47.7,6c5c864e-511d-4072-9d55-1b65a1596df1
526,PINE-WHITE,Pinus strobus,Pinus,latin,5,20,10,41.8864636,-87.7799274,S LOMBARD AVE,100 S LOMBARD AVE,46.5,3cbcc037-1b65-4a44-8533-97b5d0921b46
527,PINE-WHITE,Pinus strobus,Pinus,latin,8,20,10,41.8865024,-87.7799257,S LOMBARD AVE,100 S LOMBARD AVE,46.8,bc788873-d4df-4cd3-8e1f-d5f62cb2874f
528,APPLE-CRAB SPP,Malus spp,Malus,latin,11,10,20,41.8864453,-87.7798957,S LOMBARD AVE,100 S LOMBARD AVE,38.0,cbbc45c9-197a-406e-971d-530239b41b3b
529,APPLE-CRAB SPP,Malus spp,Malus,latin,13,10,20,41.8865185,-87.7798373,S LOMBARD AVE,100 S LOMBARD AVE,26.4,5353767c-c6c1-4480-9c7d-62d1a271dcf6
530,APPLE-CRAB SPP,Malus spp,Malus,latin,11,10,20,41.8864883,-87.7798995,S LOMBARD AVE,100 S LOMBARD AVE,39.0,24639e08-9317-4c5a-bc8e-55549e1eafee
531,APPLE-CRAB SPP,Malus spp,Malus,latin,12,20,20,41.8865266,-87.7798802,S LOMBARD AVE,100 S LOMBARD AVE,37.9,6d3f605a-8cc7-4a36-97f5-d77bf1f78a24
532,SPRUCE-SERBIAN,Picea omorika,Picea,latin,4,20,10,41.8865456,-87.7798411,S LOMBARD AVE,100 S LOMBARD AVE,33.6,63a2b41f-561e-4279-a685-031e401ca9d8
533,SPRUCE-SERBIAN,Picea omorika,Picea,latin,5,20,10,41.8865463,-87.7797952,S LOMBARD AVE,100 S LOMBARD AVE,26.9,fb5cd443-7ee4-4104-8a72-cd6da1dd7e7d
534,SPRUCE-SERBIAN,Picea omorika,Picea,latin,5,30,10,41.8865395,-87.7797487,S LOMBARD AVE,100 S LOMBARD AVE,22.3,667b8629-19e3-4ac8-9ca6-509cb0402786
535,SPRUCE-SERBIAN,Picea omorika,Picea,latin,4,20,10,41.8865388,-87.7796951,S LOMBARD AVE,100 S LOMBARD AVE,27.6,b6d94c70-cedb-46bf-af4b-95b850438f06
536,MAPLE-AMUR,Acer ginnala,Acer,latin,14,10,20,41.8865168,-87.7796518,S LOMBARD AVE,100 S LOMBARD AVE,31.7,3ece04de-4da7-4c21-b28c-4c8fbbb3c275
537,MAPLE-AMUR,Acer ginnala,Acer,latin,10,20,20,41.8865427,-87.7796274,S LOMBARD AVE,100 S LOMBARD AVE,42.1,7379b6bf-1db7-4f36-9111-704314353ba0
538,MAPLE-AMUR,Acer ginnala,Acer,latin,9,10,10,41.8865206,-87.779604,S LOMBARD AVE,100 S LOMBARD AVE,44.1,e8f7c6d6-888a-4ac8-8420-b5212d6f3110
539,AMERICAN REDBUD,Cercis canadensis,Cercis,latin,22,20,20,41.8865628,-87.7794193,S LOMBARD AVE,100 S LOMBARD AVE,96.5,4c20b82e-7473-4832-8dbc-b59969435a43
541,SERVICEBERRY-SPP,Amelanchier spp,Amelanchier,latin,7,20,10,41.8865419,-87.7792565,S LOMBARD AVE,100 S LOMBARD AVE,137.6,1fdc33c7-3322-4660-a237-3bc781a3e95e
542,SERVICEBERRY-SPP,Amelanchier spp,Amelanchier,latin,8,20,20,41.8865608,-87.779228,S LOMBARD AVE,100 S LOMBARD AVE,146.5,b06f296d-0932-47b7-bd18-8afc8f2c982b
543,SERVICEBERRY-SPP,Amelanchier spp,Amelanchier,latin,5,10,10,41.8865395,-87.7791886,S LOMBARD AVE,100 S LOMBARD AVE,155.7,d6a87f1a-8b10-4409-8315-6e01f9a108b7
544,PINE-AUSTRIAN,Pinus nigra,Pinus,latin,6,20,10,41.8865623,-87.7792004,S LOMBARD AVE,100 S LOMBARD AVE,154.0,07724bb2-457a-4d53-b243-47f51f3ced02
545,PINE-AUSTRIAN,Pinus nigra,Pinus,latin,7,20,10,41.8865606,-87.7791727,S LOMBARD AVE,100 S LOMBARD AVE,161.2,2eab3535-959e-47d1-81c0-e5f30bcd0c19
546,SPRUCE-SPP,Abies spp,Abies,latin,2,5,5,41.8865562,-87.7791437,S LOMBARD AVE,100 S LOMBARD AVE,168.7,e8cef109-6d25-4315-b06e-cb8c81611236
567,HACKBERRY,Celtis occidentalis,Celtis,latin,15,30,30,41.8841433,-87.7749863,N AUSTIN BLVD,200 N AUSTIN BLVD,52.8,8c73bee7-82a9-4475-959b-927064de367b
568,APPLE-CRAB SPP,Malus spp,Malus,latin,11,20,20,41.8842656,-87.7749965,N AUSTIN BLVD,200 N AUSTIN BLVD,54.2,a84049bc-1e0e-429a-9e8e-130006cac145
572,HAWTHORN-SPP,Crataegus spp,Crataegus,latin,5,10,5,41.8842665,-87.7749453,N AUSTIN BLVD,200 N AUSTIN BLVD,40.3,7971090d-b5ba-494a-aa1a-8281a652ac9a
577,OAK-ENGLISH,Quercus robur,Quercus,latin,11,40,10,41.8841125,-87.7754552,RANDOLPH ST,0 RANDOLPH ST,43.2,faf5861b-4e33-4feb-9e3c-02f7290a548b
578,MAPLE-NORWAY,Acer platanoides,Acer,latin,12,30,20,41.8841081,-87.7753748,RANDOLPH ST,0 RANDOLPH ST,61.0,11847b47-dfbb-4c0d-9ddd-ec010a8e2d5e
579,HAWTHORN-SPP,Crataegus spp,Crataegus,latin,5,10,10,41.8840706,-87.775552,RANDOLPH ST,0 RANDOLPH ST,14.1,e636488e-2cfa-45e5-bf69-4edff085a3ab
580,HAWTHORN-SPP,Crataegus spp,Crataegus,latin,12,20,20,41.8840992,-87.7755525,RANDOLPH ST,0 RANDOLPH ST,23.6,c68d3e04-235e-422e-a8eb-d80f781fc4a7
581,ELM-HYBRID,Ulmus x spp,Ulmus,latin,10,30,20,41.8841085,-87.7752928,RANDOLPH ST,0 RANDOLPH ST,81.8,4f64a797-086f-43ef-a7ce-e6059c871ebe
582,MAPLE-NORWAY,Acer platanoides,Acer,latin,13,30,30,41.884109,-87.7751306,N AUSTIN BLVD,100 N AUSTIN BLVD,92.4,3708969c-a672-4c29-920b-be67864f24a0
585,PINE-AUSTRIAN,Pinus nigra,Pinus,latin,17,40,30,41.8825053,-87.7754504,WASHINGTON BLVD,0 WASHINGTON BLVD,148.0,410a684f-da9c-4cf0-a3f0-1d42a43d6b21
588,SERVICEBERRY-SPP,Amelanchier spp,Amelanchier,latin,8,10,10,41.8822995,-87.7757027,WASHINGTON BLVD,0 WASHINGTON BLVD,74.5,95968bff-afcc-4650-8708-d1f4735f904d
598,PINE-AUSTRIAN,Pinus nigra,Pinus,latin,13,30,20,41.8897629,-87.803438,HOLLEY CT,1100 HOLLEY CT,57.1,cce9d041-287e-44b9-b639-e4135e72b10c
609,IRONWOOD,Ostrya virginiana,Ostrya,latin,4,20,10,41.8895761,-87.803472,HOLLEY CT,1100 HOLLEY CT,81.5,ee8aedc2-aae4-4382-ae5f-79db4cf1d380
615,LILAC-TREE,Syringia spp,Syringia,latin,8,10,10,41.8892794,-87.804739,PRAIRIE WAY,1100 PRAIRIE WAY,14.6,26aa06db-d973-4f99-b4e4-fdcfb4ed6d43
616,LINDEN-LITTLELEAF,Tilia cordata,Tilia,latin,10,30,10,41.8893523,-87.8048989,PRAIRIE WAY,1100 PRAIRIE WAY,42.3,42ab0592-d136-4c25-99c8-f46117c4d0d0
617,LINDEN-LITTLELEAF,Tilia cordata,Tilia,latin,6,20,10,41.8893839,-87.8048989,N HARLEM AVE,400 N HARLEM AVE,52.2,622208af-c4d0-42c4-bcc3-0435baa5c3c8
618,LINDEN-LITTLELEAF,Tilia cordata,Tilia,latin,5,20,10,41.8894184,-87.8049001,N HARLEM AVE,400 N HARLEM AVE,52.1,f6c0a894-222b-4a29-9190-05999011640b
