pin,year,class,township_code,township_name,nbhd,mailed_bldg,mailed_land,mailed_tot,certified_bldg,certified_land,certified_tot,board_bldg,board_land,board_tot,building_sqft,land_sqft,year_built,units,beds,full_baths,half_baths,cards,residential_type,sqft_source,condo_building_sqft,condo_pct_ownership,condo_est_unit_sqft,is_parking_or_common,prop_address,prop_city,prop_zip,address_year
16083190461018,2026,299,27,Oak Park,27090,15674,937,16611,15674,937,16611,,,,,27008,1924,1,,,,1,Condominium,condo_unit,44589,0.01928,860,0,241 WASHINGTON BLVD 1B,OAK PARK,60302,2026
16083190461019,2026,299,27,Oak Park,27090,15674,937,16611,15674,937,16611,,,,,27008,1924,1,,,,1,Condominium,condo_unit,44589,0.01928,860,0,241 WASHINGTON BLVD 2B,OAK PARK,60302,2026
16083190461020,2026,299,27,Oak Park,27090,15674,937,16611,15674,937,16611,,,,1100,27008,1924,1,1,1,0,1,Condominium,condo_unit,44589,0.01928,860,0,241 WASHINGTON BLVD 3B,OAK PARK,60302,2026
16083190461021,2026,299,27,Oak Park,27090,15471,925,16396,15471,925,16396,,,,,27008,1924,1,,,,1,Condominium,condo_unit,44589,0.01903,849,0,243 WASHINGTON BLVD 1A,OAK PARK,60302,2026
16083190461022,2026,299,27,Oak Park,27090,15471,925,16396,15471,925,16396,,,,,27008,1924,1,1,1,0,1,Condominium,condo_unit,44589,0.01903,849,0,243 WASHINGTON BLVD 2A,OAK PARK,60302,2026
16083190461023,2026,299,27,Oak Park,27090,15471,925,16396,15471,925,16396,,,,850,27008,1924,1,1,1,0,1,Condominium,condo_unit,44589,0.01903,849,0,243 WASHINGTON BLVD 3A,OAK PARK,60302,2026
16083190461024,2026,299,27,Oak Park,27090,15877,949,16826,15877,949,16826,,,,,27008,1924,1,1,1,0,1,Condominium,condo_unit,44589,0.01953,871,0,243 WASHINGTON BLVD 1B,OAK PARK,60302,2026
16083190461025,2026,299,27,Oak Park,27090,15877,949,16826,15877,949,16826,,,,,27008,1924,1,,,,1,Condominium,condo_unit,44589,0.01953,871,0,243 WASHINGTON BLVD 2B,OAK PARK,60302,2026
16083190461026,2026,299,27,Oak Park,27090,15877,949,16826,15877,949,16826,,,,850,27008,1924,1,1,1,0,1,Condominium,condo_unit,44589,0.01953,871,0,243 WASHINGTON BLVD 3B,OAK PARK,60302,2026
16083190461027,2026,299,27,Oak Park,27090,15471,925,16396,15471,925,16396,,,,,27008,1924,1,1,1,0,1,Condominium,condo_unit,44589,0.01903,849,0,245 WASHINGTON BLVD 1A,OAK PARK,60302,2026
16083190461028,2026,299,27,Oak Park,27090,15471,925,16396,15471,925,16396,,,,800,27008,1924,1,1,1,0,1,Condominium,condo_unit,44589,0.01903,849,0,245 WASHINGTON BLVD 2A,OAK PARK,60302,2026
16083190461029,2026,299,27,Oak Park,27090,15471,925,16396,15471,925,16396,,,,770,27008,1924,1,1,1,0,1,Condominium,condo_unit,44589,0.01903,849,0,245 WASHINGTON BLVD 3A,OAK PARK,60302,2026
16083190461030,2026,299,27,Oak Park,27090,15471,925,16396,15471,925,16396,,,,,27008,1924,1,,,,1,Condominium,condo_unit,44589,0.01903,849,0,245 WASHINGTON BLVD 1B,OAK PARK,60302,2026
16083190461031,2026,299,27,Oak Park,27090,15471,925,16396,15471,925,16396,,,,,27008,1924,1,1,1,0,1,Condominium,condo_unit,44589,0.01903,849,0,245 WASHINGTON BLVD 2B,OAK PARK,60302,2026
16083190461032,2026,299,27,Oak Park,27090,15471,925,16396,15471,925,16396,,,,,27008,1924,1,,,,1,Condominium,condo_unit,44589,0.01903,849,0,245 WASHINGTON BLVD 3B,OAK PARK,60302,2026
16083190461033,2026,299,27,Oak Park,27090,14568,871,15439,14568,871,15439,,,,,27008,1924,1,1,1,0,1,Condominium,condo_unit,44589,0.01792,799,0,247 WASHINGTON BLVD 1A,OAK PARK,60302,2026
16083190461034,2026,299,27,Oak Park,27090,14568,871,15439,14568,871,15439,,,,800,27008,1924,1,1,1,0,1,Condominium,condo_unit,44589,0.01792,799,0,247 WASHINGTON BLVD 2A,OAK PARK,60302,2026
16083190461035,2026,299,27,Oak Park,27090,14568,871,15439,14568,871,15439,,,,,27008,1924,1,1,1,0,1,Condominium,condo_unit,44589,0.01792,799,0,247 WASHINGTON BLVD 3A,OAK PARK,60302,2026
16083190461036,2026,299,27,Oak Park,27090,18893,1130,20023,18893,1130,20023,,,,,27008,1924,1,2,1,0,1,Condominium,condo_unit,44589,0.02324,1036,0,247 WASHINGTON BLVD 1B,OAK PARK,60302,2026
16083190461037,2026,299,27,Oak Park,27090,18893,1130,20023,18893,1130,20023,,,,,27008,1924,1,,,,1,Condominium,condo_unit,44589,0.02324,1036,0,247 WASHINGTON BLVD 2B,OAK PARK,60302,2026
16083190461038,2026,299,27,Oak Park,27090,18893,1130,20023,18893,1130,20023,,,,,27008,1924,1,,,,1,Condominium,condo_unit,44589,0.02324,1036,0,247 WASHINGTON BLVD 3B,OAK PARK,60302,2026
16083190461039,2026,299,27,Oak Park,27090,16072,961,17033,16072,961,17033,,,,,27008,1924,1,,,,1,Condominium,condo_unit,44589,0.01977,882,0,403 S HARVEY AVE G,OAK PARK,60302,2026
16083190461040,2026,299,27,Oak Park,27090,16072,961,17033,16072,961,17033,,,,764,27008,1924,1,1,1,0,1,Condominium,condo_unit,44589,0.01977,882,0,403 S HARVEY AVE 1A,OAK PARK,60302,2026
16083190461041,2026,299,27,Oak Park,27090,16072,961,17033,16072,961,17033,,,,800,27008,1924,1,1,1,0,1,Condominium,condo_unit,44589,0.01977,882,0,403 S HARVEY AVE 2A,OAK PARK,60302,2026
16083190461042,2026,299,27,Oak Park,27090,16072,961,17033,16072,961,17033,,,,800,27008,1924,1,1,1,0,1,Condominium,condo_unit,44589,0.01977,882,0,403 S HARVEY AVE 3A,OAK PARK,60302,2026
16083190461043,2026,299,27,Oak Park,27090,16072,961,17033,16072,961,17033,,,,,27008,1924,1,1,1,0,1,Condominium,condo_unit,44589,0.01977,882,0,403 S HARVEY AVE 1B,OAK PARK,60302,2026
16083190461044,2026,299,27,Oak Park,27090,16072,961,17033,16072,961,17033,,,,,27008,1924,1,,,,1,Condominium,condo_unit,44589,0.01977,882,0,403 S HARVEY AVE 2B,OAK PARK,60302,2026
16083190461045,2026,299,27,Oak Park,27090,16072,961,17033,16072,961,17033,,,,,27008,1924,1,,,,1,Condominium,condo_unit,44589,0.01977,882,0,402 S HARVEY AVE 3B,OAK PARK,60302,2026
16083190461046,2026,299,27,Oak Park,27090,13869,829,14698,13869,829,14698,,,,800,27008,1924,1,1,1,0,1,Condominium,condo_unit,44589,0.01706,761,0,405 S HARVEY AVE 1A,OAK PARK,60302,2026
16083190461047,2026,299,27,Oak Park,27090,13869,829,14698,13869,829,14698,,,,,27008,1924,1,,,,1,Condominium,condo_unit,44589,0.01706,761,0,405 S HARVEY AVE 2A,OAK PARK,60302,2026
16083190461048,2026,299,27,Oak Park,27090,13869,829,14698,13869,829,14698,,,,,27008,1924,1,1,1,0,1,Condominium,condo_unit,44589,0.01706,761,0,405 S HARVEY AVE 3A,OAK PARK,60302,2026
16083190461049,2026,299,27,Oak Park,27090,16072,961,17033,16072,961,17033,,,,,27008,1924,1,1,1,0,1,Condominium,condo_unit,44589,0.01977,882,0,405 S HARVEY AVE 1B,OAK PARK,60302,2026
16083190461050,2026,299,27,Oak Park,27090,16072,961,17033,16072,961,17033,,,,800,27008,1924,1,2,1,0,1,Condominium,condo_unit,44589,0.01977,882,0,405 S HARVEY AVE 2B,OAK PARK,60302,2026
16083190461051,2026,299,27,Oak Park,27090,16072,961,17033,16072,961,17033,,,,,27008,1924,1,1,1,0,1,Condominium,condo_unit,44589,0.01977,882,0,405 S HARVEY AVE 3B,OAK PARK,60302,2026
16083190461052,2026,299,27,Oak Park,27090,4,1,5,4,1,5,,,,,27008,1924,1,,,,1,Condominium,condo_unit,44589,0.000005,,1,405 S HARVEY AVE PU-1,OAK PARK,60302,2026
16083190461053,2026,299,27,Oak Park,27090,4,1,5,4,1,5,,,,,27008,1924,1,,,,1,Condominium,condo_unit,,0.000005,,1,241 W WASHINGTON BLVD PU-2,OAK PARK,60302,2026
16083190461054,2026,299,27,Oak Park,27090,5,1,6,5,1,6,,,,,27008,1924,1,,,,1,Condominium,condo_unit,,0.000006,,1,405 S HARVEY AVE PU-3,OAK PARK,60302,2026
16083190461055,2026,299,27,Oak Park,27090,5,1,6,5,1,6,,,,,27008,1924,1,,,,1,Condominium,condo_unit,,0.000006,,1,405 S HARVEY AVE PU-4,OAK PARK,60302,2026
16083190461056,2026,299,27,Oak Park,27090,5,1,6,5,1,6,,,,,27008,1924,1,,,,1,Condominium,condo_unit,,0.000006,,1,405 S HARVEY AVE PU-5,OAK PARK,60302,2026
16083190461057,2026,299,27,Oak Park,27090,5,1,6,5,1,6,,,,,27008,1924,1,,,,1,Condominium,condo_unit,,0.000006,,1,405 S HARVEY AVE PU-6,OAK PARK,60302,2026
16083190461058,2026,299,27,Oak Park,27090,5,1,6,5,1,6,,,,,27008,1924,1,,,,1,Condominium,condo_unit,,0.000006,,1,405 S HARVEY AVE PU-7,OAK PARK,60302,2026
16083200010000,2026,315,27,Oak Park,27090,256911,23989,280900,256911,23989,280900,,,,,,,,,,,,,,,,,,221 WASHINGTON BLVD,OAK PARK,60302,2026
16083200020000,2026,315,27,Oak Park,27090,281107,24993,306100,281107,24993,306100,,,,,,,,,,,,,,,,,,213 WASHINGTON BLVD,OAK PARK,60302,2026
16083200040000,2026,211,27,Oak Park,27090,42520,15480,58000,42520,15480,58000,,,,2464,8600,1904,2,4,2,0,1,2 Story,improvement,,,,,414 S HARVEY AVE,OAK PARK,60302,2026
16083200050000,2026,205,27,Oak Park,27090,38520,15480,54000,38520,15480,54000,,,,1584,8600,1910,1,4,1,1,1,2 Story,improvement,,,,,418 S HARVEY AVE,OAK PARK,60302,2026
16083200060000,2026,205,27,Oak Park,27090,47682,10318,58000,47682,10318,58000,,,,2000,5732,1913,1,4,1,1,1,2 Story,improvement,,,,,422 S HARVEY AVE,OAK PARK,60302,2026
16083200070000,2026,205,27,Oak Park,27090,48682,10318,59000,48682,10318,59000,,,,2000,5732,1913,1,4,1,1,1,2 Story,improvement,,,,,424 S HARVEY AVE,OAK PARK,60302,2026
16083200080000,2026,205,27,Oak Park,27090,51682,10318,62000,51682,10318,62000,,,,2090,5732,1913,1,4,1,1,1,2 Story,improvement,,,,,426 S HARVEY AVE,OAK PARK,60302,2026
16083200090000,2026,211,27,Oak Park,27090,34906,18094,53000,34906,18094,53000,,,,1714,10052,1902,2,4,2,0,1,2 Story,improvement,,,,,428 S HARVEY AVE,OAK PARK,60302,2026
16083200130000,2026,314,27,Oak Park,27090,72660,12040,84700,72660,12040,84700,,,,,,,,,,,,,,,,,,421 S LOMBARD AVE,OAK PARK,60302,2026
16083200170000,2026,EX,27,Oak Park,27090,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,230 MADISON ST,OAK PARK,60302,2026
16083200180000,2026,EX,27,Oak Park,27090,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,228 MADISON ST,OAK PARK,60302,2026
16083200190000,2026,EX,27,Oak Park,27090,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,218 MADISON ST,OAK PARK,60302,2026
16083200200000,2026,593,27,Oak Park,27090,97709,88880,186589,97709,88880,186589,,,,,,,,,,,,,,,,,,208 MADISON ST,OAK PARK,60302,2026
16083200230000,2026,590,27,Oak Park,27090,6930,39000,45930,6930,39000,45930,,,,,,,,,,,,,,,,,,439 S LOMBARD AVE,OAK PARK,60302,2026
16083200240000,2026,593,27,Oak Park,27090,24427,25984,50411,24427,25984,50411,,,,,,,,,,,,,,,,,,208 W MADISON ST,OAK PARK,60302,2026
16083200261001,2026,299,27,Oak Park,27090,22765,2413,25178,22765,2413,25178,,,,,18652,1932,1,3,2,0,1,Condominium,condo_unit,15928,0.071883,1145,0,433 S LOMBARD AVE 11,OAK PARK,60302,2026
16083200261002,2026,299,27,Oak Park,27090,22765,2413,25178,22765,2413,25178,,,,,18652,1932,1,3,2,0,1,Condominium,condo_unit,15928,0.071883,1145,0,433 S LOMBARD AVE 12,OAK PARK,60302,2026
16083200261003,2026,299,27,Oak Park,27090,15849,1680,17529,15849,1680,17529,,,,,18652,1932,1,,,,1,Condominium,condo_unit,15928,0.050046,797,0,433 S LOMBARD AVE 13,OAK PARK,60302,2026
16083200261004,2026,299,27,Oak Park,27090,12671,1343,14014,12671,1343,14014,,,,,18652,1932,1,,,,1,Condominium,condo_unit,15928,0.04001,637,0,433 S LOMBARD AVE 14,OAK PARK,60302,2026
16083200261005,2026,299,27,Oak Park,27090,12671,1343,14014,12671,1343,14014,,,,,18652,1932,1,,,,1,Condominium,condo_unit,15928,0.04001,637,0,433 S LOMBARD AVE 15,OAK PARK,60302,2026
16083200261006,2026,299,27,Oak Park,27090,16279,1726,18005,16279,1726,18005,,,,,18652,1932,1,,,,1,Condominium,condo_unit,15928,0.051404,819,0,433 S LOMBARD AVE 21,OAK PARK,60302,2026
16083200261007,2026,299,27,Oak Park,27090,11984,1271,13255,11984,1271,13255,,,,,18652,1932,1,,,,1,Condominium,condo_unit,15928,0.037841,603,0,433 S LOMBARD AVE 22,OAK PARK,60302,2026
16083200261008,2026,299,27,Oak Park,27090,11984,1271,13255,11984,1271,13255,,,,,18652,1932,1,,,,1,Condominium,condo_unit,15928,0.037841,603,0,433 S LOMBARD AVE 23,OAK PARK,60302,2026
16083200261009,2026,299,27,Oak Park,27090,16279,1726,18005,16279,1726,18005,,,,,18652,1932,1,,,,1,Condominium,condo_unit,15928,0.051404,819,0,433 S LOMBARD AVE 24,OAK PARK,60302,2026
16083200261010,2026,299,27,Oak Park,27090,16279,1726,18005,16279,1726,18005,,,,,18652,1932,1,,,,1,Condominium,condo_unit,15928,0.051404,819,0,433 S LOMBARD AVE 25,OAK PARK,60302,2026
16083200261011,2026,299,27,Oak Park,27090,11984,1271,13255,11984,1271,13255,,,,,18652,1932,1,1,1,0,1,Condominium,condo_unit,15928,0.037841,603,0,433 S LOMBARD AVE 26,OAK PARK,60302,2026
16083200261012,2026,299,27,Oak Park,27090,11984,1271,13255,11984,1271,13255,,,,736,18652,1932,1,1,1,0,1,Condominium,condo_unit,15928,0.037841,603,0,433 S LOMBARD AVE 27,OAK PARK,60302,2026
16083200261013,2026,299,27,Oak Park,27090,16279,1726,18005,16279,1726,18005,,,,,18652,1932,1,,,,1,Condominium,condo_unit,15928,0.051404,819,0,433 S LOMBARD AVE 28,OAK PARK,60302,2026
16083200261014,2026,299,27,Oak Park,27090,16279,1726,18005,16279,1726,18005,,,,,18652,1932,1,,,,1,Condominium,condo_unit,15928,0.051404,819,0,433 S LOMBARD AVE 31,OAK PARK,60302,2026
16083200261015,2026,299,27,Oak Park,27090,11984,1271,13255,11984,1271,13255,,,,700,18652,1932,1,1,1,0,1,Condominium,condo_unit,15928,0.037841,603,0,433 S LOMBARD AVE 32,OAK PARK,60302,2026
16083200261016,2026,299,27,Oak Park,27090,11984,1271,13255,11984,1271,13255,,,,800,18652,1971,1,1,1,0,1,Condominium,condo_unit,15928,0.037841,603,0,433 S LOMBARD AVE 33,OAK PARK,60302,2026
16083200261017,2026,299,27,Oak Park,27090,16279,1726,18005,16279,1726,18005,,,,,18652,1932,1,,,,1,Condominium,condo_unit,15928,0.051404,819,0,433 S LOMBARD AVE 34,OAK PARK,60302,2026
16083200261018,2026,299,27,Oak Park,27090,16279,1726,18005,16279,1726,18005,,,,,18652,1932,1,,,,1,Condominium,condo_unit,15928,0.051404,819,0,433 S LOMBARD AVE 35,OAK PARK,60302,2026
16083200261019,2026,299,27,Oak Park,27090,11984,1271,13255,11984,1271,13255,,,,,18652,1932,1,,,,1,Condominium,condo_unit,15928,0.037841,603,0,433 S LOMBARD AVE 36,OAK PARK,60302,2026
16083200261020,2026,299,27,Oak Park,27090,11984,1271,13255,11984,1271,13255,,,,,18652,1932,1,,,,1,Condominium,condo_unit,15928,0.037841,603,0,433 S LOMBARD AVE 37,OAK PARK,60302,2026
16083200261021,2026,299,27,Oak Park,27090,16279,1726,18005,16279,1726,18005,,,,1000,18652,1932,1,,,,1,Condominium,condo_unit,15928,0.051404,819,0,433 S LOMBARD AVE 38,OAK PARK,60302,2026
16083200261022,2026,299,27,Oak Park,27090,1933,205,2138,1933,205,2138,,,,,18652,1932,1,,,,1,Condominium,condo_unit,15928,0.006104,97,1,433 S LOMBARD AVE G1,OAK PARK,60302,2026
16083200261023,2026,299,27,Oak Park,27090,1933,205,2138,1933,205,2138,,,,,18652,1932,1,,,,1,Condominium,condo_unit,15928,0.006104,97,1,433 S LOMBARD AVE G2,OAK PARK,60302,2026
16083200271001,2026,299,27,Oak Park,27090,15014,1595,16609,15014,1595,16609,,,,,17200,1967,1,,,,1,Condominium,condo_unit,21807,0.0515231,1124,0,415 S LOMBARD AVE 101,OAK PARK,60302,2026
16083200271002,2026,299,27,Oak Park,27090,12312,1308,13620,12312,1308,13620,,,,,17200,1967,1,,,,1,Condominium,condo_unit,21807,0.0422517,921,0,415 S LOMBARD AVE 102,OAK PARK,60302,2026
16083200271003,2026,299,27,Oak Park,27090,15014,1595,16609,15014,1595,16609,,,,,17200,1967,1,,,,1,Condominium,condo_unit,21807,0.0515232,1124,0,415 S LOMBARD AVE 103,OAK PARK,60302,2026
16083200271004,2026,299,27,Oak Park,27090,15014,1595,16609,15014,1595,16609,,,,,17200,1967,1,,,,1,Condominium,condo_unit,21807,0.0515232,1124,0,415 S LOMBARD AVE 105,OAK PARK,60302,2026
16083200271005,2026,299,27,Oak Park,27090,12312,1308,13620,12312,1308,13620,,,,,17200,1967,1,,,,1,Condominium,condo_unit,21807,0.0422517,921,0,415 S LOMBARD AVE 106,OAK PARK,60302,2026
16083200271006,2026,299,27,Oak Park,27090,15014,1595,16609,15014,1595,16609,,,,,17200,1967,1,,,,1,Condominium,condo_unit,21807,0.0515231,1124,0,415 S LOMBARD AVE 107,OAK PARK,60302,2026
16083200271007,2026,299,27,Oak Park,27090,15786,1677,17463,15786,1677,17463,,,,,17200,1967,1,,,,1,Condominium,condo_unit,21807,0.0541721,1181,0,415 S LOMBARD AVE 201,OAK PARK,60302,2026
16083200271008,2026,299,27,Oak Park,27090,12698,1349,14047,12698,1349,14047,,,,,17200,1967,1,,,,1,Condominium,condo_unit,21807,0.0435762,950,0,415 S LOMBARD AVE 202,OAK PARK,60302,2026
16083200271009,2026,299,27,Oak Park,27090,15400,1636,17036,15400,1636,17036,,,,1000,17200,1967,1,2,2,0,1,Condominium,condo_unit,21807,0.0528477,1152,0,415 S LOMBARD AVE 203,OAK PARK,60302,2026
16083200271010,2026,299,27,Oak Park,27090,14242,1513,15755,14242,1513,15755,,,,1000,17200,1967,1,2,1,1,1,Condominium,condo_unit,21807,0.0488742,1066,0,415 S LOMBARD AVE 204,OAK PARK,60302,2026
16083200271011,2026,299,27,Oak Park,27090,15400,1636,17036,15400,1636,17036,,,,,17200,1967,1,,,,1,Condominium,condo_unit,21807,0.0528477,1152,0,415 S LOMBARD AVE 205,OAK PARK,60302,2026
16083200271012,2026,299,27,Oak Park,27090,12698,1349,14047,12698,1349,14047,,,,,17200,1967,1,,,,1,Condominium,condo_unit,21807,0.0435762,950,0,415 S LOMBARD AVE 206,OAK PARK,60302,2026
16083200271013,2026,299,27,Oak Park,27090,15786,1677,17463,15786,1677,17463,,,,,17200,1967,1,2,1,1,1,Condominium,condo_unit,21807,0.0541721,1181,0,415 S LOMBARD AVE 207,OAK PARK,60302,2026
16083200271014,2026,299,27,Oak Park,27090,16172,1718,17890,16172,1718,17890,,,,1000,17200,1967,1,2,1,1,1,Condominium,condo_unit,21807,0.0554966,1210,0,415 S LOMBARD AVE 301,OAK PARK,60302,2026
16083200271015,2026,299,27,Oak Park,27090,13084,1390,14474,13084,1390,14474,,,,,17200,1967,1,1,1,0,1,Condominium,condo_unit,21807,0.0449007,979,0,415 S LOMBARD AVE 302,OAK PARK,60302,2026
16083200271016,2026,299,27,Oak Park,27090,15786,1677,17463,15786,1677,17463,,,,,17200,1967,1,,,,1,Condominium,condo_unit,21807,0.0541722,1181,0,415 S LOMBARD AVE 303,OAK PARK,60302,2026
16083200271017,2026,299,27,Oak Park,27090,14628,1554,16182,14628,1554,16182,,,,1000,17200,1967,1,2,1,1,1,Condominium,condo_unit,21807,0.0501988,1095,0,415 S LOMBARD AVE 304,OAK PARK,60302,2026
16083200271018,2026,299,27,Oak Park,27090,15786,1677,17463,15786,1677,17463,,,,1082,17200,1967,1,2,1,1,1,Condominium,condo_unit,21807,0.0541722,1181,0,415 S LOMBARD AVE 305,OAK PARK,60302,2026
16083200271019,2026,299,27,Oak Park,27090,13084,1390,14474,13084,1390,14474,,,,700,17200,1967,1,1,1,0,1,Condominium,condo_unit,21807,0.0449007,979,0,415 S LOMBARD AVE 306,OAK PARK,60302,2026
16083200271020,2026,299,27,Oak Park,27090,16172,1718,17890,16172,1718,17890,,,,,17200,1967,1,,,,1,Condominium,condo_unit,21807,0.0554966,1210,0,415 S LOMBARD AVE 307,OAK PARK,60302,2026
16083200281001,2026,299,27,Oak Park,27090,10260,689,10949,10260,689,10949,,,,800,17632,1923,1,2,1,0,1,Condominium,condo_unit,32583,0.0217,707,0,201 W WASHINGTON BLVD G,OAK PARK,60302,2026
16083200281002,2026,299,27,Oak Park,27090,13191,886,14077,13191,886,14077,,,,860,17632,1924,1,1,1,0,1,Condominium,condo_unit,32583,0.0279,909,0,201 W WASHINGTON BLVD 1N,OAK PARK,60302,2026
16083200281003,2026,299,27,Oak Park,27090,13333,895,14228,13333,895,14228,,,,,17632,1923,1,,,,1,Condominium,condo_unit,32583,0.0282,919,0,201 W WASHINGTON BLVD 2N,OAK PARK,60302,2026
16083200281004,2026,299,27,Oak Park,27090,13522,908,14430,13522,908,14430,,,,,17632,1924,1,,,,1,Condominium,condo_unit,32583,0.0286,932,0,201 W WASHINGTON BLVD 3N,OAK PARK,60302,2026
16083200281005,2026,299,27,Oak Park,27090,13522,908,14430,13522,908,14430,,,,,17632,1923,1,1,1,0,1,Condominium,condo_unit,32583,0.0286,932,0,201 W WASHINGTON BLVD 1S,OAK PARK,60302,2026
16083200281006,2026,299,27,Oak Park,27090,13617,914,14531,13617,914,14531,,,,,17632,1927,1,,,,1,Condominium,condo_unit,32583,0.0288,938,0,201 W WASHINGTON BLVD 2S,OAK PARK,60302,2026
16083200281007,2026,299,27,Oak Park,27090,13806,927,14733,13806,927,14733,,,,,17632,1923,1,1,1,0,1,Condominium,condo_unit,32583,0.0292,951,0,201 W WASHINGTON BLVD 3S,OAK PARK,60302,2026
16083200281008,2026,299,27,Oak Park,27090,13049,876,13925,13049,876,13925,,,,,17632,1923,1,,,,1,Condominium,condo_unit,32583,0.0276,899,0,203 W WASHINGTON BLVD 1N,OAK PARK,60302,2026
16083200281009,2026,299,27,Oak Park,27090,13191,886,14077,13191,886,14077,,,,,17632,1924,1,,,,1,Condominium,condo_unit,32583,0.0279,909,0,203 W WASHINGTON BLVD 2N,OAK PARK,60302,2026
16083200281010,2026,299,27,Oak Park,27090,13333,895,14228,13333,895,14228,,,,,17632,1924,1,,,,1,Condominium,condo_unit,32583,0.0282,919,0,203 W WASHINGTON BLVD 3N,OAK PARK,60302,2026
16083200281011,2026,299,27,Oak Park,27090,13049,876,13925,13049,876,13925,,,,,17632,1923,1,1,1,0,1,Condominium,condo_unit,32583,0.0276,899,0,203 W WASHINGTON BLVD 1S,OAK PARK,60302,2026
16083200281012,2026,299,27,Oak Park,27090,13191,886,14077,13191,886,14077,,,,,17632,1924,1,,,,1,Condominium,condo_unit,32583,0.0279,909,0,203 W WASHINGTON BLVD 2S,OAK PARK,60302,2026
16083200281013,2026,299,27,Oak Park,27090,13333,895,14228,13333,895,14228,,,,,17632,1924,1,,,,1,Condominium,condo_unit,32583,0.0282,919,0,203 W WASHINGTON BLVD 3S,OAK PARK,60302,2026
16083200281014,2026,299,27,Oak Park,27090,14373,965,15338,14373,965,15338,,,,,17632,1924,1,,,,1,Condominium,condo_unit,32583,0.0304,991,0,205 W WASHINGTON BLVD 1,OAK PARK,60302,2026
16083200281015,2026,299,27,Oak Park,27090,14515,974,15489,14515,974,15489,,,,,17632,1924,1,,,,1,Condominium,condo_unit,32583,0.0307,1000,0,205 W WASHINGTON BLVD 2,OAK PARK,60302,2026
16083200281016,2026,299,27,Oak Park,27090,14657,984,15641,14657,984,15641,,,,,17632,1923,1,,,,1,Condominium,condo_unit,32583,0.031,1010,0,205 W WASHINGTON BLVD 3,OAK PARK,60302,2026
16083200281017,2026,299,27,Oak Park,27090,13191,886,14077,13191,886,14077,,,,,17632,1923,1,1,1,0,1,Condominium,condo_unit,32583,0.0279,909,0,207 W WASHINGTON BLVD 1E,OAK PARK,60302,2026
16083200281018,2026,299,27,Oak Park,27090,13333,895,14228,13333,895,14228,,,,1200,17632,1923,1,1,1,0,1,Condominium,condo_unit,32583,0.0282,919,0,207 W WASHINGTON BLVD 2E,OAK PARK,60302,2026
16083200281019,2026,299,27,Oak Park,27090,13522,908,14430,13522,908,14430,,,,,17632,1924,1,,,,1,Condominium,condo_unit,32583,0.0286,932,0,207 W WASHINGTON BLVD 3E,OAK PARK,60302,2026
16083200281020,2026,299,27,Oak Park,27090,15981,1073,17054,15981,1073,17054,,,,,17632,1923,1,,,,1,Condominium,condo_unit,32583,0.0338,1101,0,207 W WASHINGTON BLVD 1W,OAK PARK,60302,2026
16083200281021,2026,299,27,Oak Park,27090,16123,1082,17205,16123,1082,17205,,,,,17632,1923,1,,,,1,Condominium,condo_unit,32583,0.0341,1111,0,207 W WASHINGTON BLVD 2W,OAK PARK,60302,2026
16083200281022,2026,299,27,Oak Park,27090,16312,1095,17407,16312,1095,17407,,,,,17632,1923,1,,,,1,Condominium,condo_unit,32583,0.0345,1124,0,207 W WASHINGTON BLVD 3W,OAK PARK,60302,2026
16083200281023,2026,299,27,Oak Park,27090,13049,876,13925,13049,876,13925,,,,,17632,1927,1,,,,1,Condominium,condo_unit,32583,0.0276,899,0,209 W WASHINGTON BLVD 1S,OAK PARK,60302,2026
16083200281024,2026,299,27,Oak Park,27090,13191,886,14077,13191,886,14077,,,,,17632,1924,1,,,,1,Condominium,condo_unit,32583,0.0279,909,0,209 W WASHINGTON BLVD 2S,OAK PARK,60302,2026
16083200281025,2026,299,27,Oak Park,27090,13333,895,14228,13333,895,14228,,,,,17632,1924,1,,,,1,Condominium,condo_unit,32583,0.0282,919,0,209 W WASHINGTON BLVD 3S,OAK PARK,60302,2026
16083200281026,2026,299,27,Oak Park,27090,13049,876,13925,13049,876,13925,,,,860,17632,1924,1,1,1,0,1,Condominium,condo_unit,32583,0.0276,899,0,209 W WASHINGTON BLVD 1N,OAK PARK,60302,2026
16083200281027,2026,299,27,Oak Park,27090,13191,886,14077,13191,886,14077,,,,860,17632,1927,1,1,1,0,1,Condominium,condo_unit,32583,0.0279,909,0,209 W WASHINGTON BLVD 2N,OAK PARK,60302,2026
16083200281028,2026,299,27,Oak Park,27090,13333,895,14228,13333,895,14228,,,,,17632,1924,1,,,,1,Condominium,condo_unit,32583,0.0282,919,0,209 W WASHINGTON BLVD 3N,OAK PARK,60302,2026
16083200281029,2026,299,27,Oak Park,27090,13522,908,14430,13522,908,14430,,,,,17632,1924,1,,,,1,Condominium,condo_unit,32583,0.0286,932,0,211 W WASHINGTON BLVD 1S,OAK PARK,60302,2026
16083200281030,2026,299,27,Oak Park,27090,13617,914,14531,13617,914,14531,,,,,17632,1923,1,,,,1,Condominium,condo_unit,32583,0.0288,938,0,211 W WASHINGTON BLVD 2S,OAK PARK,60302,2026
