stop_type,agency,stop_id,stop_code,stop_name,stop_desc,latitude,longitude,in_oak_park,routes,route_names,weekday_trips,weekday_date,wheelchair_boarding,pace_shelter_2015,pace_shelter_type,pace_shelter_corner,cmap_sheltered_2024,cmap_trvi,cmap_trvi_category,cmap_mean_svi_norm,cmap_mean_no_vehicle_norm,cmap_match_m,apc_ons,apc_offs,apc_total,apc_routes,apc_match_m,village_2019_stop,village_2019_routes,source
bus_stop,Pace,315e0350,7652,Austin/Harrison,,41.8729628,-87.7743288,N,315,Austin Boulevard,70,2026-09-09,,N,,,Unsheltered,2.111,High (2.1-2.5),0.3834,0.0497,1.0,8,6,14,315,0.1,Y,,Pace GTFS
bus_stop,Pace,315w0015,7659,Austin/Harrison,,41.8730071,-87.7745425,Y,315,Austin Boulevard,70,2026-09-09,,N,,,Unsheltered,2.111,High (2.1-2.5),0.3834,0.0497,1.0,7,7,14,315,0.0,Y,,Pace GTFS
bus_stop,Pace,315e0360,7654,Austin/Jackson,,41.8766996,-87.7744538,N,315,Austin Boulevard,70,2026-09-09,,N,,,Unsheltered,2.222,High (2.1-2.5),0.4467,0.1394,1.0,8,15,23,315,0.1,Y,,Pace GTFS
bus_stop,Pace,315w0005,7657,Austin/Jackson,,41.8761532,-87.7745608,Y,315,Austin Boulevard,70,2026-09-09,,N,,,Unsheltered,1.778,Medium (1.6-2.0),0.3371,0.0335,1.0,17,8,25,315,0.1,Y,,Pace GTFS
bus_stop,Pace,315w0002,7656,Austin/Madison,,41.8796859,-87.7747211,Y,315,Austin Boulevard,70,2026-09-09,,Y,Ad,SW,Sheltered,2.333,High (2.1-2.5),0.4467,0.1394,1.0,57,24,81,315,0.1,Y,,Pace GTFS
bus_stop,Pace,320e0010,7791,Austin/Madison,,41.8804073,-87.7745781,N,315,Austin Boulevard,70,2026-09-09,,N,,,Unsheltered,2.333,High (2.1-2.5),0.4467,0.1394,1.0,33,47,80,315,0.0,Y,320,Pace GTFS
bus_stop,Pace,315e0345,7651,Austin/Railroad/CTA Blue Line,,41.8702613,-87.7741805,N,315,Austin Boulevard,70,2026-09-09,,N,,,Sheltered,2.222,High (2.1-2.5),0.3834,0.0497,1.0,22,37,59,315,0.1,Y,,Pace GTFS
bus_stop,Pace,315e0355,7653,Austin/Van Buren,,41.8747075,-87.7743988,N,315,Austin Boulevard,70,2026-09-09,,N,,,Unsheltered,2.111,High (2.1-2.5),0.3371,0.0335,1.0,,,,,,Y,,Pace GTFS
bus_stop,Pace,315w0010,7658,Austin/Van Buren,,41.8745385,-87.774516,Y,315,Austin Boulevard,70,2026-09-09,,N,,,Unsheltered,2.111,High (2.1-2.5),0.3834,0.0497,1.0,4,2,6,315,0.1,Y,,Pace GTFS
bus_stop,Pace,315n0370,36203,Austin/Washington,,41.8823616,-87.774682,N,315,Austin Boulevard,70,2026-09-09,,N,,,Unsheltered,2.333,High (2.1-2.5),0.4467,0.1394,1.0,6,10,16,315,0.1,Y,,Pace GTFS
bus_stop,Pace,315s0040,36213,Austin/Washington,,41.8817721,-87.7747988,Y,315,Austin Boulevard,70,2026-09-09,,N,,,Unsheltered,2.333,High (2.1-2.5),0.4467,0.1394,1.0,12,7,19,315,0.1,Y,,Pace GTFS
bus_stop,Pace,315n0375,36204,Austin/West End/Randolph,,41.884351,-87.774737,N,315,Austin Boulevard,70,2026-09-09,,N,,,Unsheltered,2.222,High (2.1-2.5),0.493,0.2254,1.0,,,,,,Y,,Pace GTFS
bus_stop,Pace,315s0035,36212,Austin/West End/Randolph,,41.8838193,-87.7748516,Y,315,Austin Boulevard,70,2026-09-09,,N,,,Unsheltered,2.333,High (2.1-2.5),0.493,0.2254,1.0,5,1,6,315,0.1,Y,,Pace GTFS
bus_stop,Pace,320e0165,7822,Madison St & Beloit Ave,,41.8794641,-87.8122451,N,318,West North Avenue,69,2026-09-09,,N,,,Unsheltered,1.556,Medium (1.6-2.0),0.2064,0.0571,1.0,5,1,6,318,0.0,Y,320,Pace GTFS
bus_stop,Pace,320w0155,7861,Madison St & Burkhardt Cir,,41.8795531,-87.810894,N,318,West North Avenue,67,2026-09-09,,N,,,Unsheltered,1.556,Medium (1.6-2.0),0.2064,0.0571,1.0,3,11,14,318,0.0,Y,320,Pace GTFS
bus_stop,Pace,320e0150,7819,Madison St & Circle Ave,,41.8795633,-87.8086181,N,318,West North Avenue,69,2026-09-09,,N,,,Unsheltered,1.667,Medium (1.6-2.0),0.2266,0.0824,1.0,15,4,19,318,0.0,Y,320,Pace GTFS
bus_stop,Pace,320w0145,7859,Madison St & Circle Ave,,41.8796171,-87.8082063,N,318,West North Avenue,67,2026-09-09,,N,,,Unsheltered,1.667,Medium (1.6-2.0),0.2266,0.0824,1.0,4,15,19,318,0.0,Y,320,Pace GTFS
bus_stop,Pace,320e0140,7817,Madison St & Elgin Ave,,41.8796338,-87.8057499,N,318,West North Avenue,69,2026-09-09,,N,,,Unsheltered,1.667,Medium (1.6-2.0),0.2266,0.0824,1.0,17,11,28,318,0.1,Y,320,Pace GTFS
bus_stop,Pace,320e0160,7821,Madison St & Thomas Ave,,41.8795141,-87.8109616,N,318,West North Avenue,69,2026-09-09,,N,,,Unsheltered,1.556,Medium (1.6-2.0),0.2064,0.0571,1.0,7,4,11,318,0.1,Y,320,Pace GTFS
